season,team,conference,off_ppa_overall,off_ppa_passing,off_ppa_rushing,off_success_rate,off_explosiveness,def_ppa_overall,def_ppa_passing,def_ppa_rushing,def_success_rate,def_explosiveness
2022,Washington,Pac-12,0.36,0.44,0.28,,,0.22,0.33,0.13,,
2022,Washington State,Pac-12,0.13,0.16,0.15,,,0.14,0.24,0.1,,
2022,Western Kentucky,Conference USA,0.26,0.37,0.16,,,0.09,0.16,0.06,,
2022,Western Michigan,Mid-American,0.04,0.17,0.0,,,0.13,0.22,0.09,,
2022,West Virginia,Big 12,0.21,0.26,0.18,,,0.19,0.28,0.11,,
2022,Wisconsin,Big Ten,0.18,0.29,0.14,,,0.07,0.21,-0.01,,
2022,Wyoming,Mountain West,0.09,0.05,0.17,,,0.15,0.19,0.14,,
2023,Air Force,Mountain West,0.26,0.5,0.24,,,0.12,0.21,0.05,,
2023,Akron,Mid-American,0.03,0.07,0.07,,,0.13,0.17,0.14,,
2023,Alabama,SEC,0.28,0.39,0.22,,,0.12,0.15,0.11,,
2023,App State,Sun Belt,0.23,0.44,0.08,,,0.17,0.2,0.18,,
2023,Arizona,Pac-12,0.32,0.47,0.16,,,0.12,0.24,0.05,,
2023,Arizona State,Pac-12,0.1,0.08,0.19,,,0.25,0.34,0.15,,
2023,Arkansas,SEC,0.16,0.25,0.1,,,0.12,0.23,0.07,,
2023,Arkansas State,Sun Belt,0.14,0.24,0.11,,,0.23,0.31,0.16,,
2023,Army,FBS Independents,0.12,0.3,0.11,,,0.22,0.27,0.25,,
2023,Auburn,SEC,0.16,0.13,0.21,,,0.14,0.2,0.1,,
2023,Ball State,Mid-American,0.12,0.09,0.16,,,0.16,0.27,0.06,,
2023,Baylor,Big 12,0.13,0.19,0.1,,,0.28,0.44,0.19,,
2023,Boise State,Mountain West,0.24,0.37,0.2,,,0.18,0.26,0.13,,
2023,Boston College,ACC,0.2,0.18,0.25,,,0.23,0.42,0.13,,
2023,Bowling Green,Mid-American,0.18,0.26,0.16,,,0.13,0.19,0.19,,
2023,Buffalo,Mid-American,0.05,0.1,0.06,,,0.13,0.21,0.11,,
2023,BYU,Big 12,0.05,0.06,0.06,,,0.2,0.3,0.16,,
2023,California,Pac-12,0.18,0.22,0.17,,,0.21,0.32,0.11,,
2023,Central Michigan,Mid-American,0.14,0.14,0.19,,,0.3,0.4,0.22,,
2023,Charlotte,American Athletic,0.04,0.02,0.1,,,0.15,0.28,0.1,,
2023,Cincinnati,Big 12,0.2,0.22,0.23,,,0.29,0.38,0.23,,
2023,Clemson,ACC,0.13,0.16,0.12,,,0.05,0.05,0.07,,
2023,Coastal Carolina,Sun Belt,0.21,0.38,0.08,,,0.15,0.16,0.18,,
2023,Colorado,Pac-12,0.17,0.28,-0.03,,,0.25,0.37,0.17,,
2023,Colorado State,Mountain West,0.15,0.35,-0.08,,,0.18,0.31,0.1,,
2023,Duke,ACC,0.19,0.27,0.11,,,0.12,0.2,0.06,,
2023,East Carolina,American Athletic,0.02,0.06,0.01,,,0.13,0.31,-0.02,,
2023,Eastern Michigan,Mid-American,0.05,0.06,0.08,,,0.17,0.24,0.16,,
2023,Florida,SEC,0.27,0.39,0.16,,,0.23,0.35,0.14,,
2023,Florida Atlantic,American Athletic,0.12,0.2,0.11,,,0.17,0.33,0.06,,
2023,Florida International,Conference USA,0.06,0.15,0.0,,,0.16,0.35,0.04,,
2023,Florida State,ACC,0.22,0.35,0.09,,,0.07,0.05,0.11,,
2023,Fresno State,Mountain West,0.2,0.28,0.11,,,0.16,0.28,0.11,,
2023,Georgia,SEC,0.4,0.53,0.29,,,0.07,0.04,0.12,,
2023,Georgia Southern,Sun Belt,0.17,0.26,0.13,,,0.23,0.29,0.19,,
2023,Georgia State,Sun Belt,0.17,0.28,0.12,,,0.21,0.37,0.11,,
2023,Georgia Tech,ACC,0.25,0.35,0.22,,,0.24,0.31,0.25,,
2023,Hawai'i,Mountain West,0.11,0.19,0.07,,,0.22,0.39,0.12,,
2023,Houston,Big 12,0.12,0.24,0.07,,,0.25,0.35,0.2,,
2023,Illinois,Big Ten,0.19,0.34,0.07,,,0.17,0.28,0.1,,
2023,Indiana,Big Ten,0.12,0.23,0.08,,,0.24,0.39,0.14,,
2023,Iowa,Big Ten,-0.07,-0.01,-0.07,,,0.0,0.08,-0.02,,
2023,Iowa State,Big 12,0.17,0.37,-0.02,,,0.12,0.23,0.06,,
2023,Jacksonville State,Conference USA,0.1,0.11,0.13,,,0.05,0.25,-0.09,,
2023,James Madison,Sun Belt,0.23,0.51,-0.01,,,0.06,0.2,-0.04,,
2023,Kansas,Big 12,0.38,0.65,0.24,,,0.2,0.22,0.2,,
2023,Kansas State,Big 12,0.26,0.31,0.23,,,0.11,0.19,0.09,,
2023,Kent State,Mid-American,0.03,0.1,-0.01,,,0.29,0.44,0.2,,
2023,Kentucky,SEC,0.21,0.3,0.15,,,0.15,0.23,0.07,,
2023,Liberty,Conference USA,0.33,0.54,0.26,,,0.16,0.24,0.15,,
2023,Louisiana,Sun Belt,0.21,0.34,0.14,,,0.16,0.23,0.16,,
2023,Louisiana Tech,Conference USA,0.11,0.2,0.07,,,0.21,0.21,0.24,,
2023,Louisville,ACC,0.23,0.32,0.17,,,0.07,0.2,-0.03,,
2023,LSU,SEC,0.48,0.57,0.4,,,0.27,0.36,0.22,,
2023,Marshall,Sun Belt,0.11,0.18,0.11,,,0.13,0.2,0.09,,
2023,Maryland,Big Ten,0.2,0.29,0.11,,,0.1,0.17,0.13,,
2023,Massachusetts,FBS Independents,0.15,0.18,0.19,,,0.3,0.32,0.31,,
2023,Memphis,American Athletic,0.27,0.42,0.12,,,0.15,0.21,0.14,,
2023,Miami,ACC,0.25,0.4,0.14,,,0.12,0.22,0.03,,
2023,Miami (OH),Mid-American,0.15,0.31,0.06,,,0.1,0.19,0.05,,
2023,Michigan,Big Ten,0.29,0.5,0.18,,,-0.01,0.06,-0.05,,
2023,Michigan State,Big Ten,0.0,0.18,-0.09,,,0.19,0.31,0.14,,
2023,Middle Tennessee,Conference USA,0.14,0.24,0.09,,,0.15,0.31,0.03,,
2023,Minnesota,Big Ten,0.08,0.1,0.1,,,0.22,0.3,0.18,,
2023,Mississippi State,SEC,0.08,0.12,0.07,,,0.15,0.29,0.07,,
2023,Missouri,SEC,0.28,0.44,0.17,,,0.12,0.22,0.02,,
2023,Navy,American Athletic,0.03,-0.02,0.06,,,0.11,0.3,-0.04,,
2023,NC State,ACC,0.16,0.2,0.14,,,0.09,0.14,0.1,,
2023,Nebraska,Big Ten,0.11,0.21,0.1,,,0.08,0.19,0.02,,
2023,Nevada,Mountain West,0.01,0.04,0.03,,,0.24,0.36,0.17,,
2023,New Mexico,Mountain West,0.26,0.36,0.23,,,0.28,0.39,0.21,,
2023,New Mexico State,Conference USA,0.27,0.33,0.25,,,0.19,0.24,0.16,,
2023,North Carolina,ACC,0.28,0.33,0.26,,,0.17,0.27,0.14,,
2023,Northern Illinois,Mid-American,0.2,0.25,0.19,,,0.12,0.15,0.13,,
2023,North Texas,American Athletic,0.26,0.29,0.28,,,0.31,0.37,0.32,,
2023,Northwestern,Big Ten,0.09,0.15,0.06,,,0.12,0.22,0.07,,
2023,Notre Dame,FBS Independents,0.34,0.54,0.2,,,-0.01,0.03,0.01,,
2023,Ohio,Mid-American,0.17,0.32,0.09,,,0.02,0.14,-0.06,,
2023,Ohio State,Big Ten,0.29,0.5,0.13,,,0.01,-0.01,0.03,,
2023,Oklahoma,Big 12,0.33,0.55,0.14,,,0.08,0.17,0.02,,
2023,Oklahoma State,Big 12,0.17,0.26,0.11,,,0.24,0.39,0.12,,
2023,Old Dominion,Sun Belt,0.11,0.14,0.14,,,0.1,0.3,-0.05,,
2023,Ole Miss,SEC,0.31,0.49,0.18,,,0.16,0.23,0.13,,
2023,Oregon,Pac-12,0.47,0.59,0.32,,,0.06,0.09,0.08,,
2023,Oregon State,Pac-12,0.3,0.41,0.22,,,0.12,0.24,0.04,,
2023,Penn State,Big Ten,0.25,0.32,0.19,,,-0.01,0.09,-0.03,,
2023,Pittsburgh,ACC,0.07,0.19,-0.01,,,0.11,0.29,0.01,,
2023,Purdue,Big Ten,0.12,0.19,0.1,,,0.18,0.31,0.07,,
2023,Rice,American Athletic,0.21,0.34,0.12,,,0.13,0.18,0.13,,
2023,Rutgers,Big Ten,0.12,0.08,0.14,,,0.12,0.21,0.08,,
2023,Sam Houston,Conference USA,0.09,0.23,-0.03,,,0.17,0.24,0.12,,
2023,San Diego State,Mountain West,0.11,0.19,0.09,,,0.23,0.27,0.25,,
2023,San José State,Mountain West,0.25,0.3,0.21,,,0.2,0.24,0.21,,
2023,SMU,American Athletic,0.27,0.47,0.15,,,0.01,0.02,0.05,,
2023,South Alabama,Sun Belt,0.29,0.39,0.23,,,0.1,0.27,-0.01,,
2023,South Carolina,SEC,0.2,0.35,0.03,,,0.17,0.3,0.12,,
2023,Southern Miss,Sun Belt,0.1,0.11,0.12,,,0.25,0.34,0.24,,
2023,South Florida,American Athletic,0.16,0.24,0.13,,,0.19,0.36,0.04,,
2023,Stanford,Pac-12,0.08,0.13,0.09,,,0.32,0.44,0.22,,
2023,Syracuse,ACC,0.13,0.26,0.07,,,0.11,0.2,0.05,,
2023,TCU,Big 12,0.24,0.38,0.15,,,0.2,0.3,0.16,,
2023,Temple,American Athletic,0.11,0.2,0.05,,,0.28,0.46,0.17,,
2023,Tennessee,SEC,0.25,0.3,0.23,,,0.09,0.15,0.06,,
2023,Texas,Big 12,0.25,0.34,0.18,,,0.09,0.23,-0.06,,
2023,Texas A&M,SEC,0.21,0.32,0.1,,,0.08,0.26,-0.04,,
2023,Texas State,Sun Belt,0.24,0.31,0.21,,,0.16,0.27,0.08,,
2023,Texas Tech,Big 12,0.13,0.14,0.2,,,0.16,0.22,0.15,,
2023,Toledo,Mid-American,0.28,0.46,0.17,,,0.08,0.1,0.11,,
2023,Troy,Sun Belt,0.21,0.31,0.12,,,0.01,0.12,-0.07,,
2023,Tulane,American Athletic,0.17,0.36,0.06,,,0.14,0.25,0.05,,
2023,Tulsa,American Athletic,0.16,0.32,0.1,,,0.28,0.44,0.19,,
2023,UAB,American Athletic,0.28,0.32,0.28,,,0.26,0.27,0.31,,
2023,UCF,Big 12,0.31,0.47,0.25,,,0.14,0.17,0.18,,
2023,UCLA,Pac-12,0.16,0.16,0.17,,,0.06,0.2,-0.07,,
2023,UConn,FBS Independents,0.06,0.15,-0.01,,,0.23,0.41,0.09,,
2023,UL Monroe,Sun Belt,0.03,-0.01,0.1,,,0.25,0.49,0.1,,
2023,UNLV,Mountain West,0.25,0.38,0.16,,,0.24,0.49,0.08,,
2023,USC,Pac-12,0.38,0.47,0.26,,,0.24,0.3,0.21,,
2023,Utah,Pac-12,0.1,0.13,0.12,,,0.11,0.16,0.04,,
2023,Utah State,Mountain West,0.21,0.3,0.21,,,0.19,0.22,0.19,,
2023,UTEP,Conference USA,0.15,0.29,0.05,,,0.23,0.25,0.26,,
2023,UTSA,American Athletic,0.19,0.32,0.12,,,0.13,0.21,0.12,,
2023,Vanderbilt,SEC,0.06,0.14,0.02,,,0.31,0.42,0.23,,
2023,Virginia,ACC,0.14,0.27,0.1,,,0.24,0.32,0.21,,
2023,Virginia Tech,ACC,0.18,0.27,0.13,,,0.15,0.2,0.13,,
2023,Wake Forest,ACC,0.04,0.17,-0.01,,,0.21,0.4,0.08,,
2023,Washington,Pac-12,0.32,0.49,0.16,,,0.19,0.14,0.29,,
2023,Washington State,Pac-12,0.19,0.31,0.05,,,0.16,0.23,0.09,,
2023,Western Kentucky,Conference USA,0.19,0.33,0.02,,,0.19,0.25,0.19,,
2023,Western Michigan,Mid-American,0.11,0.14,0.12,,,0.22,0.33,0.18,,
2023,West Virginia,Big 12,0.24,0.25,0.26,,,0.2,0.27,0.17,,
2023,Wisconsin,Big Ten,0.15,0.15,0.16,,,0.11,0.21,0.07,,
2023,Wyoming,Mountain West,0.17,0.23,0.15,,,0.15,0.26,0.07,,
2024,Air Force,Mountain West,0.13,0.08,0.15,,,0.19,0.32,0.1,,
2024,Akron,Mid-American,0.06,0.1,0.05,,,0.21,0.37,0.11,,
2024,Alabama,SEC,0.24,0.29,0.21,,,0.03,0.1,-0.03,,
2024,App State,Sun Belt,0.19,0.28,0.12,,,0.28,0.35,0.25,,
2024,Arizona,Big 12,0.11,0.18,0.01,,,0.23,0.32,0.15,,
2024,Arizona State,Big 12,0.29,0.39,0.23,,,0.11,0.22,0.02,,
2024,Arkansas,SEC,0.28,0.34,0.23,,,0.13,0.29,-0.03,,
2024,Arkansas State,Sun Belt,0.16,0.21,0.11,,,0.31,0.35,0.28,,
2024,Army,American Athletic,0.3,0.36,0.3,,,0.12,0.13,0.17,,
2024,Auburn,SEC,0.24,0.32,0.15,,,0.08,0.23,-0.03,,
2024,Ball State,Mid-American,0.12,0.16,0.07,,,0.35,0.47,0.26,,
2024,Baylor,Big 12,0.22,0.34,0.15,,,0.17,0.25,0.1,,
2024,Boise State,Mountain West,0.33,0.4,0.28,,,0.16,0.2,0.11,,
2024,Boston College,ACC,0.16,0.34,0.03,,,0.14,0.22,0.04,,
2024,Bowling Green,Mid-American,0.22,0.28,0.15,,,0.12,0.09,0.17,,
2024,Buffalo,Mid-American,0.14,0.24,0.09,,,0.14,0.24,0.07,,
2024,BYU,Big 12,0.2,0.25,0.18,,,0.12,0.12,0.12,,
2024,California,ACC,0.17,0.25,0.08,,,0.14,0.22,0.07,,
2024,Central Michigan,Mid-American,0.14,0.06,0.21,,,0.19,0.24,0.15,,
2024,Charlotte,American Athletic,0.07,0.08,0.08,,,0.22,0.27,0.19,,
2024,Cincinnati,Big 12,0.19,0.23,0.15,,,0.17,0.23,0.14,,
2024,Clemson,ACC,0.25,0.27,0.25,,,0.13,0.12,0.19,,
2024,Coastal Carolina,Sun Belt,0.17,0.24,0.13,,,0.21,0.27,0.17,,
2024,Colorado,Big 12,0.23,0.33,0.07,,,0.08,0.09,0.06,,
2024,Colorado State,Mountain West,0.15,0.3,0.03,,,0.17,0.23,0.1,,
2024,Duke,ACC,0.09,0.25,-0.11,,,0.09,0.11,0.08,,
2024,East Carolina,American Athletic,0.2,0.26,0.15,,,0.15,0.3,0.03,,
2024,Eastern Michigan,Mid-American,0.07,0.14,0.0,,,0.18,0.33,0.08,,
2024,Florida,SEC,0.2,0.24,0.17,,,0.13,0.14,0.12,,
2024,Florida Atlantic,American Athletic,0.17,0.18,0.22,,,0.21,0.29,0.15,,
2024,Florida International,Conference USA,0.14,0.3,0.0,,,0.12,0.06,0.17,,
2024,Florida State,ACC,0.04,0.01,0.08,,,0.24,0.34,0.18,,
2024,Fresno State,Mountain West,0.11,0.2,0.05,,,0.09,0.09,0.09,,
2024,Georgia,SEC,0.23,0.33,0.12,,,0.11,0.14,0.07,,
2024,Georgia Southern,Sun Belt,0.18,0.22,0.14,,,0.24,0.28,0.19,,
2024,Georgia State,Sun Belt,0.14,0.22,0.06,,,0.27,0.35,0.21,,
2024,Georgia Tech,ACC,0.24,0.36,0.14,,,0.15,0.26,0.04,,
2024,Hawai'i,Mountain West,0.17,0.21,0.13,,,0.19,0.24,0.15,,
2024,Houston,Big 12,0.0,0.01,0.01,,,0.12,0.21,0.04,,
2024,Illinois,Big Ten,0.24,0.34,0.15,,,0.17,0.17,0.18,,
2024,Indiana,Big Ten,0.32,0.53,0.17,,,0.04,0.09,-0.04,,
2024,Iowa,Big Ten,0.14,0.19,0.14,,,0.1,0.18,0.04,,
2024,Iowa State,Big 12,0.2,0.28,0.13,,,0.17,0.17,0.19,,
2024,Jacksonville State,Conference USA,0.29,0.36,0.26,,,0.14,0.2,0.1,,
2024,James Madison,Sun Belt,0.16,0.19,0.16,,,0.03,0.08,0.01,,
2024,Kansas,Big 12,0.31,0.37,0.32,,,0.22,0.27,0.22,,
2024,Kansas State,Big 12,0.28,0.32,0.26,,,0.09,0.2,-0.01,,
2024,Kennesaw State,Conference USA,-0.04,-0.04,-0.03,,,0.22,0.28,0.17,,
2024,Kent State,Mid-American,-0.01,0.12,-0.07,,,0.34,0.43,0.28,,
2024,Kentucky,SEC,0.09,0.1,0.08,,,0.14,0.18,0.11,,
2024,Liberty,Conference USA,0.23,0.23,0.22,,,0.1,0.21,0.03,,
2024,Louisiana,Sun Belt,0.29,0.37,0.21,,,0.2,0.2,0.21,,
2024,Louisiana Tech,Conference USA,0.02,0.14,-0.09,,,0.09,0.13,0.08,,
2024,Louisville,ACC,0.3,0.4,0.21,,,0.14,0.23,0.05,,
2024,LSU,SEC,0.24,0.33,0.1,,,0.17,0.21,0.13,,
2024,Marshall,Sun Belt,0.2,0.25,0.19,,,0.12,0.11,0.16,,
2024,Maryland,Big Ten,0.12,0.19,0.02,,,0.17,0.32,0.03,,
2024,Massachusetts,FBS Independents,0.16,0.21,0.12,,,0.26,0.28,0.27,,
2024,Memphis,American Athletic,0.27,0.31,0.22,,,0.17,0.24,0.08,,
2024,Miami,ACC,0.41,0.45,0.35,,,0.14,0.17,0.1,,
2024,Miami (OH),Mid-American,0.14,0.21,0.1,,,0.12,0.12,0.13,,
2024,Michigan,Big Ten,0.11,0.12,0.11,,,0.12,0.21,0.04,,
2024,Michigan State,Big Ten,0.13,0.22,0.04,,,0.17,0.35,0.02,,
2024,Middle Tennessee,Conference USA,0.12,0.19,0.02,,,0.32,0.5,0.17,,
2024,Minnesota,Big Ten,0.21,0.29,0.12,,,0.05,0.1,0.0,,
2024,Mississippi State,SEC,0.18,0.24,0.12,,,0.28,0.51,0.12,,
2024,Missouri,SEC,0.18,0.23,0.14,,,0.11,0.23,0.01,,
2024,Navy,American Athletic,0.26,0.35,0.23,,,0.11,0.09,0.16,,
2024,NC State,ACC,0.23,0.32,0.16,,,0.18,0.19,0.18,,
2024,Nebraska,Big Ten,0.17,0.2,0.16,,,0.13,0.27,-0.01,,
2024,Nevada,Mountain West,0.21,0.26,0.18,,,0.24,0.21,0.27,,
2024,New Mexico,Mountain West,0.3,0.23,0.37,,,0.34,0.51,0.2,,
2024,New Mexico State,Conference USA,0.04,-0.01,0.08,,,0.28,0.39,0.18,,
2024,North Carolina,ACC,0.21,0.19,0.26,,,0.17,0.23,0.15,,
2024,Northern Illinois,Mid-American,0.18,0.24,0.15,,,0.06,0.05,0.08,,
2024,North Texas,American Athletic,0.23,0.26,0.17,,,0.22,0.28,0.19,,
2024,Northwestern,Big Ten,0.01,0.01,0.04,,,0.14,0.22,0.09,,
2024,Notre Dame,FBS Independents,0.3,0.3,0.3,,,0.01,-0.09,0.09,,
2024,Ohio,Mid-American,0.23,0.24,0.22,,,0.09,0.2,-0.01,,
2024,Ohio State,Big Ten,0.38,0.54,0.25,,,-0.01,0.04,-0.03,,
2024,Oklahoma,SEC,0.09,0.09,0.09,,,0.06,0.2,-0.06,,
2024,Oklahoma State,Big 12,0.19,0.3,0.06,,,0.31,0.35,0.27,,
2024,Old Dominion,Sun Belt,0.23,0.26,0.22,,,0.17,0.28,0.1,,
2024,Ole Miss,SEC,0.36,0.52,0.2,,,0.01,0.07,-0.05,,
2024,Oregon,Big Ten,0.31,0.42,0.2,,,0.11,0.09,0.15,,
2024,Oregon State,Pac-12,0.15,0.09,0.21,,,0.27,0.33,0.21,,
2024,Penn State,Big Ten,0.3,0.39,0.24,,,0.05,0.12,-0.02,,
2024,Pittsburgh,ACC,0.16,0.13,0.19,,,0.1,0.22,-0.02,,
2024,Purdue,Big Ten,0.07,0.12,0.02,,,0.37,0.49,0.29,,
2024,Rice,American Athletic,0.07,0.1,0.05,,,0.15,0.15,0.15,,
2024,Rutgers,Big Ten,0.16,0.26,0.09,,,0.24,0.23,0.27,,
2024,Sam Houston,Conference USA,0.1,0.14,0.08,,,0.09,0.03,0.15,,
2024,San Diego State,Mountain West,0.13,0.17,0.11,,,0.23,0.28,0.21,,
2024,San José State,Mountain West,0.18,0.32,-0.05,,,0.1,0.18,0.03,,
2024,SMU,ACC,0.23,0.38,0.11,,,0.03,0.11,-0.06,,
2024,South Alabama,Sun Belt,0.34,0.35,0.34,,,0.13,0.2,0.09,,
2024,South Carolina,SEC,0.22,0.34,0.15,,,0.07,0.12,0.05,,
2024,Southern Miss,Sun Belt,-0.02,-0.07,0.04,,,0.31,0.36,0.27,,
2024,South Florida,American Athletic,0.17,0.16,0.18,,,0.14,0.23,0.04,,
2024,Stanford,ACC,0.1,0.14,0.06,,,0.25,0.37,0.11,,
2024,Syracuse,ACC,0.24,0.36,0.06,,,0.23,0.34,0.12,,
2024,TCU,Big 12,0.28,0.46,0.06,,,0.17,0.16,0.21,,
2024,Temple,American Athletic,0.02,0.1,-0.05,,,0.22,0.26,0.23,,
2024,Tennessee,SEC,0.24,0.28,0.21,,,0.05,0.15,-0.01,,
2024,Texas,SEC,0.22,0.34,0.1,,,0.02,0.04,0.0,,
2024,Texas A&M,SEC,0.21,0.24,0.19,,,0.14,0.18,0.09,,
2024,Texas State,Sun Belt,0.26,0.41,0.18,,,0.11,0.17,0.09,,
2024,Texas Tech,Big 12,0.24,0.29,0.19,,,0.23,0.32,0.14,,
2024,Toledo,Mid-American,0.1,0.26,-0.05,,,0.09,0.1,0.1,,
2024,Troy,Sun Belt,0.22,0.35,0.11,,,0.17,0.24,0.11,,
2024,Tulane,American Athletic,0.3,0.49,0.18,,,0.05,0.03,0.08,,
2024,Tulsa,American Athletic,0.09,0.13,0.06,,,0.33,0.54,0.15,,
2024,UAB,American Athletic,0.17,0.23,0.14,,,0.22,0.17,0.25,,
2024,UCF,Big 12,0.22,0.08,0.33,,,0.14,0.25,0.03,,
2024,UCLA,Big Ten,0.14,0.27,-0.04,,,0.16,0.26,0.05,,
2024,UConn,FBS Independents,0.18,0.21,0.17,,,0.08,0.15,0.03,,
2024,UL Monroe,Sun Belt,0.12,0.13,0.13,,,0.2,0.16,0.24,,
2024,UNLV,Mountain West,0.22,0.21,0.23,,,0.12,0.15,0.1,,
2024,USC,Big Ten,0.22,0.23,0.21,,,0.17,0.17,0.18,,
2024,Utah,Big 12,0.08,0.16,0.01,,,0.04,0.08,0.04,,
2024,Utah State,Mountain West,0.24,0.26,0.24,,,0.26,0.31,0.24,,
2024,UTEP,Conference USA,0.07,0.13,0.04,,,0.14,0.19,0.09,,
2024,UTSA,American Athletic,0.17,0.22,0.13,,,0.1,0.23,-0.04,,
2024,Vanderbilt,SEC,0.18,0.33,0.07,,,0.22,0.34,0.1,,
2024,Virginia,ACC,0.12,0.09,0.16,,,0.25,0.35,0.15,,
2024,Virginia Tech,ACC,0.16,0.14,0.19,,,0.1,0.18,0.07,,
2024,Wake Forest,ACC,0.12,0.2,0.06,,,0.27,0.35,0.2,,
2024,Washington,Big Ten,0.24,0.34,0.13,,,0.13,0.06,0.2,,
2024,Washington State,Pac-12,0.3,0.41,0.21,,,0.21,0.22,0.24,,
2024,Western Kentucky,Conference USA,0.2,0.36,0.02,,,0.22,0.3,0.2,,
2024,Western Michigan,Mid-American,0.24,0.31,0.2,,,0.29,0.45,0.18,,
2024,West Virginia,Big 12,0.21,0.26,0.19,,,0.29,0.5,0.09,,
2024,Wisconsin,Big Ten,0.15,0.17,0.14,,,0.17,0.22,0.15,,
2024,Wyoming,Mountain West,0.03,0.08,-0.01,,,0.23,0.26,0.19,,
